Inference for Stan model: anon_model_893ae0f30707a4f59ccad73c820dc14f.
4 chains, each with iter=36000; warmup=18000; thin=1; 
post-warmup draws per chain=18000, total post-warmup draws=72000.

               mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
numax[44]      46.1  2.3e-3   0.28  45.56  45.92   46.1  46.29  46.64  14042    1.0
numax[45]     60.86  2.4e-3   0.27  60.32  60.67  60.86  61.04  61.39  13087    1.0
numax[46]     55.73  1.8e-3   0.26  55.22  55.55  55.73   55.9  56.24  20096    1.0
numax[47]     48.71  2.1e-3   0.26   48.2  48.54  48.71  48.89  49.22  16026    1.0
numax[48]     50.47  2.8e-3   0.35  49.78  50.23  50.47   50.7  51.16  15732    1.0
numax[49]     48.51  3.6e-3   0.44  47.65  48.21  48.51   48.8  49.36  14920    1.0
numax[50]     45.34  3.2e-3   0.36  44.65   45.1  45.34  45.58  46.03  12424    1.0
numax[51]     66.07  4.3e-3   0.42  65.24  65.79  66.07  66.36   66.9 9835.0    1.0
numax[52]    103.23  6.3e-3   0.64 101.97  102.8 103.23 103.67 104.48  10384    1.0
numax[53]     70.97  3.3e-3   0.44  70.11  70.67  70.97  71.27  71.84  18541    1.0
numax[54]      61.7  3.2e-3   0.37  60.97  61.46   61.7  61.95  62.42  13479    1.0
numax[55]     48.51  3.6e-3   0.44  47.64  48.21  48.51   48.8  49.38  14846    1.0
numax[56]     68.99  4.3e-3    0.4   68.2  68.72  68.99  69.26  69.77 8535.0    1.0
numax[57]     62.11  1.9e-3   0.24  61.64  61.95  62.11  62.28  62.59  16174    1.0
numax[58]     93.92  2.0e-3    0.3  93.33  93.72  93.92  94.12  94.49  22504    1.0
numax[59]      97.2  3.2e-3    0.4  96.41  96.93   97.2  97.47  97.99  15548    1.0
numax[60]     57.51  2.9e-3   0.31  56.89   57.3  57.51  57.72  58.12  11655    1.0
numax[61]     60.48  3.3e-3   0.38  59.74  60.23  60.49  60.74  61.22  13329    1.0
numax[62]     45.09  4.6e-3   0.47  44.16  44.77  45.08  45.41  46.01  10567    1.0
